,Age,Engagement,Excitement,Long term excitement,Stress/Frustration,Relaxation,Interest/Affinity,Focus,Gender_Male
0,20,0.726771,0.127383,0.0,0.367335,0.176985,0.492993,0.322242,1
1,20,0.736138,0.293737,0.0,0.359288,0.28262,0.444242,0.381135,1
2,20,0.747846,0.119175,0.0,0.352796,0.139804,0.459396,0.321147,1
3,20,0.726963,0.348982,0.0,0.48542,0.178778,0.513132,0.45075,1
4,20,0.539933,0.250614,0.0,0.491511,0.209836,0.576542,0.384963,1
5,20,0.64529,0.462845,0.0,0.420826,0.24389,0.478671,0.389826,1
